"GeneID" "Chr" "Start" "End" "Strand" "Length"
"3563" "urea ABC transporter permease subunit UrtB" "CP080275" 3408055 3410055 "-" 2001
"3564" "urea ABC transporter substrate-binding protein" "CP080275" 3410130 3411371 "-" 1242
"3565" "urease accessory protein UreD" "CP080275" 3411783 3412697 "+" 915
"3566" "urease subunit gamma" "CP080275" 3412699 3413001 "+" 303
"3567" "peptidase M23" "CP080275" 3413026 3413193 "+" 168
"3568" "urease subunit beta" "CP080275" 3413190 3413495 "+" 306
"3569" "urease subunit alpha" "CP080275" 3413495 3415234 "+" 1740
"3570" "urease accessory protein UreE" "CP080275" 3415247 3415729 "+" 483
"3571" "urease accessory protein UreF" "CP080275" 3415719 3416381 "+" 663
"3572" "urease accessory protein UreG" "CP080275" 3416378 3416998 "+" 621
"3573" "hypothetical protein_411" "CP080275" 3417451 3422256 "+" 4806
"3574" "toxin-activating lysine-acyltransferase" "CP080275" 3422297 3422839 "+" 543
"3575" "SGNH/GDSL hydrolase family protein" "CP080275" 3422964 3423611 "-" 648
"3576" "TonB family protein_2" "CP080275" 3423722 3424567 "-" 846
"3577" "biopolymer transporter ExbD_3" "CP080275" 3424564 3425336 "-" 773
"3578" "MotA/TolQ/ExbB proton channel family protein_2" "CP080275" 3425326 3425982 "-" 657
"3579" "hypothetical protein_412" "CP080275" 3425979 3426410 "-" 432
"3580" "TonB-dependent receptor_2" "CP080275" 3426438 3428486 "-" 2049
"3581" "hemin-degrading factor" "CP080275" 3428720 3429772 "+" 1053
"3582" "ABC transporter substrate-binding protein_29" "CP080275" 3429772 3430641 "+" 870
"3583" "iron ABC transporter permease_5" "CP080275" 3430643 3431728 "+" 1086
"3584" "heme ABC transporter ATP-binding protein" "CP080275" 3431741 3432517 "+" 777
"3585" "hypothetical protein_413" "CP080275" 3432765 3433154 "+" 390
"3586" "M48 family metallopeptidase_3" "CP080275" 3433158 3433886 "-" 729
"3587" "HsdR family type I site-specific deoxyribonuclease" "CP080275" 3433886 3437173 "-" 3288
"3588" "hypothetical protein_414" "CP080275" 3437179 3438252 "-" 1074
"3589" "restriction endonuclease subunit S_2" "CP080275" 3438481 3439656 "-" 1176
"3590" "type I restriction-modification system subunit M_2" "CP080275" 3439646 3441154 "-" 1509
"3591" "helix-turn-helix domain-containing protein_28" "CP080275" 3441151 3441567 "-" 417
"3592" "helix-turn-helix domain-containing protein_29" "CP080275" 3441588 3441920 "+" 333
"3593" "hypothetical protein_415" "CP080275" 3441917 3442213 "+" 297
"3594" "hypothetical protein_416" "CP080275" 3442306 3442518 "+" 213
"3595" "hypothetical protein_417" "CP080275" 3442521 3442688 "-" 168
"3596" "hypothetical protein_418" "CP080275" 3442811 3445858 "+" 3048
"3597" "recombinase family protein_2" "CP080275" 3446418 3447017 "-" 600
"3598" "RecQ family ATP-dependent DNA helicase" "CP080275" 3447303 3449393 "+" 2091
"3599" "DNA-protecting protein DprA" "CP080275" 3449393 3450688 "+" 1296
"3600" "helix-turn-helix domain-containing protein_30" "CP080275" 3451546 3451893 "+" 348
"3601" "tyrosine-type recombinase/integrase_3" "CP080275" 3451895 3453004 "+" 1110
"3602" "LacI family DNA-binding transcriptional regulator_8" "CP080275" 3453293 3454318 "+" 1026
"3603" "winged helix DNA-binding domain-containing protein" "CP080275" 3454318 3455544 "+" 1227
"3604" "acyl-CoA thioesterase_3" "CP080275" 3455575 3456015 "-" 441
"3605" "TRAP transporter large permease_6" "CP080275" 3456114 3457619 "-" 1506
"3606" "TRAP transporter small permease_4" "CP080275" 3457616 3458200 "-" 585
"3607" "TRAP transporter substrate-binding protein_6" "CP080275" 3458271 3459317 "-" 1047
"3608" "fumarylacetoacetate hydrolase family protein_3" "CP080275" 3459667 3460356 "-" 690
"3609" "diaminopimelate epimerase" "CP080275" 3460862 3461707 "+" 846
"3610" "tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB" "CP080275" 3461704 3462969 "+" 1266
"3611" "chloramphenicol phosphotransferase CPT family protein_2" "CP080275" 3463013 3463537 "+" 525
"3612" "cytochrome c1" "CP080275" 3463710 3464501 "-" 792
"3613" "cytochrome b" "CP080275" 3464520 3465854 "-" 1335
"3614" "ubiquinol-cytochrome c reductase iron-sulfur subunit" "CP080275" 3465866 3466426 "-" 561
"3615" "glutathione S-transferase_4" "CP080275" 3466651 3467253 "-" 603
"3616" "6%2C7-dimethyl-8-ribityllumazine synthase_2" "CP080275" 3467672 3468109 "+" 438
"3617" "ATP-binding cassette domain-containing protein_21" "CP080275" 3468129 3468821 "-" 693
"3618" "thiamine/thiamine pyrophosphate ABC transporter permease ThiP" "CP080275" 3468808 3470364 "-" 1557
"3619" "thiamine ABC transporter substrate binding subunit" "CP080275" 3470340 3471317 "-" 978
"3620" "chorismate synthase" "CP080275" 3471722 3472828 "+" 1107
"3621" "malonyl-CoA synthase" "CP080275" 3472884 3474386 "-" 1503
"3622" "DMT family transporter_25" "CP080275" 3474503 3475438 "+" 936
"3623" "MarR family transcriptional regulator_9" "CP080275" 3475447 3475893 "-" 447
"3624" "organic hydroperoxide resistance protein" "CP080275" 3476013 3476441 "+" 429
"3625" "branched-chain amino acid aminotransferase_2" "CP080275" 3476556 3477422 "-" 867
"3626" "MarR family transcriptional regulator_10" "CP080275" 3477581 3478093 "+" 513
"3627" "response regulator_10" "CP080275" 3478090 3478791 "+" 702
"3628" "histone deacetylase family protein" "CP080275" 3478884 3479810 "+" 927
"3629" "exodeoxyribonuclease VII small subunit" "CP080275" 3479807 3480061 "+" 255
"3630" "polyprenyl synthetase family protein_2" "CP080275" 3480065 3480967 "+" 903
"3631" "1-deoxy-D-xylulose-5-phosphate synthase" "CP080275" 3481015 3482943 "+" 1929
"3632" "SDR family oxidoreductase_22" "CP080275" 3482940 3483827 "-" 888
"3633" "class I SAM-dependent methyltransferase_11" "CP080275" 3483901 3484536 "+" 636
"3634" "crotonobetainyl-CoA hydratase" "CP080275" 3484734 3485519 "-" 786
"3635" "acetate--CoA ligase family protein" "CP080275" 3485512 3487578 "-" 2067
"3636" "acyl-CoA dehydrogenase family protein_8" "CP080275" 3487684 3488847 "-" 1164
"3637" "helix-turn-helix domain-containing protein_31" "CP080275" 3488939 3489883 "+" 945
"3638" "adenine deaminase" "CP080275" 3489992 3491800 "+" 1809
"3639" "AMP nucleosidase" "CP080275" 3491871 3493352 "+" 1482
"3640" "HU family DNA-binding protein_2" "CP080275" 3493494 3493781 "+" 288
"3641" "DMT family transporter_26" "CP080275" 3493991 3494875 "+" 885
"3642" "peptide-methionine (R)-S-oxide reductase MsrB" "CP080275" 3494988 3495437 "+" 450
"3643" "peptide-methionine (S)-S-oxide reductase MsrA_1" "CP080275" 3495434 3495955 "+" 522
"3644" "hydantoinase/oxoprolinase family protein" "CP080275" 3496042 3498048 "-" 2007
"3645" "tRNA epoxyqueuosine(34) reductase QueG" "CP080275" 3498127 3499179 "-" 1053
"3646" "L-threonine 3-dehydrogenase" "CP080275" 3499330 3500358 "-" 1029
"3647" "glycine C-acetyltransferase" "CP080275" 3500373 3501560 "-" 1188
"3648" "XRE family transcriptional regulator_6" "CP080275" 3501682 3502248 "-" 567
"3649" "acetyl-CoA C-acyltransferase family protein" "CP080275" 3502385 3503560 "+" 1176
"3650" "ABC transporter permease_36" "CP080275" 3503627 3504802 "-" 1176
"3651" "ABC transporter permease_37" "CP080275" 3504808 3506079 "-" 1272
"3652" "extracellular solute-binding protein_7" "CP080275" 3506180 3507286 "-" 1107
"3653" "ABC transporter ATP-binding protein_41" "CP080275" 3507376 3508476 "-" 1101
"3654" "aspartate aminotransferase family protein_4" "CP080275" 3508831 3510225 "-" 1395
"3655" "GntR family transcriptional regulator_11" "CP080275" 3510291 3510977 "-" 687
"3656" "polyamine ABC transporter substrate-binding protein" "CP080275" 3511119 3512204 "+" 1086
"3657" "ABC transporter ATP-binding protein_42" "CP080275" 3512319 3513446 "+" 1128
"3658" "ABC transporter permease subunit_7" "CP080275" 3513446 3515139 "+" 1694
"3659" "glycosyltransferase family 2 protein_14" "CP080275" 3515143 3516204 "-" 1062
"3660" "UDP-glucose 4-epimerase GalE" "CP080275" 3516206 3517189 "-" 984
"3661" "UTP--glucose-1-phosphate uridylyltransferase GalU" "CP080275" 3517287 3518180 "-" 894
"3662" "3-deoxy-manno-octulosonate cytidylyltransferase" "CP080275" 3518367 3519167 "-" 801
"3663" "3'(2')%2C5'-bisphosphate nucleotidase CysQ_2" "CP080275" 3519167 3519964 "-" 798
"3664" "ABC transporter permease_38" "CP080275" 3520099 3520920 "+" 822
"3665" "alpha-ketoglutarate-dependent dioxygenase AlkB" "CP080275" 3520940 3521542 "-" 603
"3666" "molecular chaperone DnaK" "CP080275" 3521756 3523675 "+" 1920
"3667" "molecular chaperone DnaJ" "CP080275" 3523752 3524915 "+" 1164
"3668" "DNA repair protein RadC" "CP080275" 3525054 3525818 "+" 765
"3669" "phosphate ABC transporter substrate-binding/OmpA family protein" "CP080275" 3525823 3527379 "-" 1557
"3670" "hypothetical protein_419" "CP080275" 3527404 3528333 "-" 930
"3671" "preprotein translocase subunit SecA" "CP080275" 3528481 3531180 "-" 2700
"3672" "peptidylprolyl isomerase_4" "CP080275" 3531358 3532209 "+" 852
"3673" "bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ" "CP080275" 3532212 3533441 "+" 1230
"3674" "8-oxo-dGTP diphosphatase MutT" "CP080275" 3533438 3533836 "+" 399
"3675" "translation initiation factor IF-2" "CP080275" 3534241 3536721 "-" 2481
"3676" "RNA-binding protein" "CP080275" 3536730 3537350 "-" 621
"3677" "transcription termination factor NusA" "CP080275" 3537377 3539002 "-" 1626
"3678" "ribosome maturation factor RimP" "CP080275" 3539002 3539592 "-" 591
"3679" "ABC transporter substrate-binding protein_30" "CP080275" 3539793 3540638 "-" 846
"3680" "prolyl aminopeptidase" "CP080275" 3540635 3541615 "-" 981
"3681" "bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG" "CP080275" 3541665 3542411 "+" 747
"3682" "MarR family transcriptional regulator_11" "CP080275" 3542682 3543122 "-" 441
"3683" "carbon-nitrogen hydrolase family protein_2" "CP080275" 3543122 3543952 "-" 831
"3684" "glutaredoxin 3" "CP080275" 3543991 3544248 "-" 258
"3685" "ComF family protein" "CP080275" 3544333 3545061 "-" 729
"3686" "methyltransferase domain-containing protein_4" "CP080275" 3545076 3545906 "+" 831
"3687" "ferrochelatase" "CP080275" 3546034 3547095 "+" 1062
"3688" "aminotransferase class III-fold pyridoxal phosphate-dependent enzyme_3" "CP080275" 3547169 3550198 "+" 3030
"3689" "hypothetical protein_420" "CP080275" 3550298 3550480 "-" 183
"3690" "L%2CD-transpeptidase family protein_3" "CP080275" 3550622 3551263 "-" 642
"3691" "CAP domain-containing protein" "CP080275" 3551431 3551922 "+" 492
"3692" "L%2CD-transpeptidase family protein_4" "CP080275" 3552035 3552553 "-" 519
"3693" "ion transporter" "CP080275" 3552618 3553427 "-" 810
"3694" "class I SAM-dependent RNA methyltransferase" "CP080275" 3553433 3554680 "-" 1248
"3695" "ABC transporter ATP-binding protein/permease_3" "CP080275" 3554768 3558471 "-" 3704
"3696" "CCA tRNA nucleotidyltransferase" "CP080275" 3558682 3559836 "-" 1155
"3697" "CoA pyrophosphatase" "CP080275" 3559833 3560429 "-" 597
"3698" "Hsp33 family molecular chaperone HslO" "CP080275" 3560422 3561423 "-" 1002
"3699" "NUDIX hydrolase_6" "CP080275" 3561502 3561954 "+" 453
"3700" "fused response regulator/phosphatase" "CP080275" 3562006 3563277 "-" 1272
"3701" "Hpt domain-containing protein" "CP080275" 3563455 3563778 "+" 324
"3702" "threonine ammonia-lyase IlvA" "CP080275" 3563791 3565017 "-" 1227
"3703" "hypothetical protein_421" "CP080275" 3565089 3565838 "-" 750
"3704" "argininosuccinate synthase" "CP080275" 3565973 3567199 "+" 1227
"3705" "DUF1810 domain-containing protein" "CP080275" 3567196 3567654 "+" 459
"3706" "SCP2 sterol-binding domain-containing protein_2" "CP080275" 3567746 3568030 "+" 285
"3707" "HAD family hydrolase_3" "CP080275" 3568120 3568833 "-" 714
"3708" "D-amino acid aminotransferase" "CP080275" 3568833 3569741 "-" 909
"3709" "peptide-methionine (S)-S-oxide reductase MsrA_2" "CP080275" 3569886 3570551 "+" 666
"3710" "ribokinase" "CP080275" 3570630 3571502 "-" 873
"3711" "NADP-dependent malic enzyme_2" "CP080275" 3571507 3573762 "-" 2256
"3712" "DNA mismatch repair protein MutS" "CP080275" 3573925 3576540 "+" 2616
"3713" "nucleotide exchange factor GrpE" "CP080275" 3576643 3577206 "-" 564
"3714" "heat-inducible transcriptional repressor HrcA" "CP080275" 3577216 3578292 "-" 1077
"3715" "ribonuclease PH" "CP080275" 3578447 3579160 "+" 714
"3716" "RdgB/HAM1 family non-canonical purine NTP pyrophosphatase" "CP080275" 3579157 3579771 "+" 615
"3717" "radical SAM family heme chaperone HemW" "CP080275" 3579764 3580918 "+" 1155
"3718" "YbaN family protein" "CP080275" 3580922 3581275 "+" 354
"3719" "ParB/RepB/Spo0J family partition protein_2" "CP080275" 3581265 3582158 "-" 894
"3720" "AAA family ATPase_7" "CP080275" 3582179 3582988 "-" 810
"3721" "16S rRNA (guanine(527)-N(7))-methyltransferase RsmG" "CP080275" 3582981 3583595 "-" 615
"3722" "tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG" "CP080275" 3583596 3585470 "-" 1875
"3723" "tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE" "CP080275" 3585483 3586775 "-" 1293
"3724" "transcription termination factor Rho" "CP080275" 3586808 3588079 "-" 1272
"3725" "CopD family protein_2" "CP080275" 3588209 3588664 "-" 456
"3726" "Maf family protein_2" "CP080275" 3589070 3589669 "+" 600
"3727" "shikimate dehydrogenase" "CP080275" 3589666 3590499 "+" 834
"3728" "dephospho-CoA kinase" "CP080275" 3590496 3591089 "+" 594
"3729" "DNA polymerase III subunit epsilon" "CP080275" 3591082 3591819 "+" 738
"3730" "protein-export chaperone SecB" "CP080275" 3591896 3592390 "-" 495
"3731" "FxsA family protein" "CP080275" 3592470 3592976 "-" 507
"3732" "Tim44/TimA family putative adaptor protein" "CP080275" 3593092 3593748 "+" 657
"3733" "murein transglycosylase A" "CP080275" 3593745 3594800 "+" 1056
"3734" "Smr/MutS family protein" "CP080275" 3594800 3595402 "+" 603
"3735" "alpha/beta fold hydrolase_5" "CP080275" 3595424 3596569 "-" 1146
"3736" "ATP-dependent protease ATPase subunit HslU" "CP080275" 3596655 3597965 "-" 1311
"3737" "hypothetical protein_422" "CP080275" 3597978 3599048 "-" 1071
"3738" "ATP-dependent protease subunit HslV" "CP080275" 3599050 3599613 "-" 564
"3739" "DUF1127 domain-containing protein_5" "CP080275" 3599949 3600143 "+" 195
"3740" "Lin0512 family protein" "CP080275" 3600225 3600934 "-" 710
"3741" "thioredoxin" "CP080275" 3601027 3601347 "-" 321
"3742" "double-strand break repair helicase AddA" "CP080275" 3601410 3604778 "-" 3369
"3743" "double-strand break repair protein AddB" "CP080275" 3604775 3607708 "-" 2934
"3744" "nucleotidyltransferase family protein_2" "CP080275" 3607698 3608372 "-" 675
"3745" "phosphotransferase_2" "CP080275" 3608396 3609394 "-" 999
"3746" "tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE" "CP080275" 3609391 3609870 "-" 480
"3747" "PAS-domain containing protein_3" "CP080275" 3609971 3611521 "-" 1551
"3748" "ActS/PrrB/RegB family redox-sensitive histidine kinase" "CP080275" 3611614 3613011 "-" 1398
"3749" "SCO family protein_2" "CP080275" 3613400 3614020 "+" 621
"3750" "ActR/PrrA/RegA family redox response regulator transcription factor" "CP080275" 3614102 3614656 "+" 555
"3751" "HD family hydrolase" "CP080275" 3614699 3615295 "-" 597
"3752" "hypothetical protein_423" "CP080275" 3615568 3615882 "+" 315
"3753" "adenosylhomocysteinase" "CP080275" 3616027 3617418 "+" 1392
"3754" "PRC-barrel domain-containing protein_3" "CP080275" 3617673 3618332 "+" 660
"3755" "DUF2853 family protein" "CP080275" 3618582 3618923 "+" 342
"3756" "DUF1761 domain-containing protein" "CP080275" 3619275 3619670 "-" 396
"3757" "EVE domain-containing protein" "CP080275" 3619715 3620137 "-" 423
"3758" "YciI family protein_1" "CP080275" 3620137 3620409 "-" 273
"3759" "NAD(P)-dependent glycerol-3-phosphate dehydrogenase" "CP080275" 3620411 3621373 "-" 963
"3760" "tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD" "CP080275" 3621370 3622467 "-" 1098
"3761" "uroporphyrinogen-III synthase" "CP080275" 3622623 3623276 "+" 654
"3762" "hypothetical protein_424" "CP080275" 3623330 3624688 "+" 1359
"3763" "tetratricopeptide repeat protein_11" "CP080275" 3624699 3626222 "+" 1524
"3764" "choline dehydrogenase_3" "CP080275" 3626514 3628130 "+" 1617
"3765" "long-chain-fatty-acid--CoA ligase" "CP080275" 3628156 3629775 "+" 1620
"3766" "chemotaxis protein MotB" "CP080275" 3629977 3630813 "+" 837
"3767" "flagellar hook-basal body complex protein_1" "CP080275" 3630916 3632238 "+" 1323
"3768" "flagellar hook-associated protein FlgK" "CP080275" 3632287 3633735 "+" 1449
"3769" "flagellar biosynthesis protein FlgL" "CP080275" 3633739 3634746 "+" 1008
"3770" "flagellar basal body P-ring protein FlgI" "CP080275" 3634743 3635846 "+" 1104
"3771" "flagellar type III secretion system pore protein FliP" "CP080275" 3636282 3637025 "-" 744
"3772" "FliM/FliN family flagellar motor C-terminal domain-containing protein_2" "CP080275" 3637022 3637318 "-" 297
"3773" "ABC transporter ATP-binding protein_43" "CP080275" 3637311 3637907 "-" 597
"3774" "flagellar M-ring protein FliF" "CP080275" 3637907 3639592 "-" 1686
"3775" "flagellar basal body-associated FliL family protein_1" "CP080275" 3639711 3640235 "+" 525
"3776" "hypothetical protein_425" "CP080275" 3640245 3641356 "+" 1112
"3777" "flagellar motor stator protein MotA" "CP080275" 3641434 3642303 "+" 870
"3778" "hypothetical protein_426" "CP080275" 3642303 3644759 "+" 2457
"3779" "transglycosylase SLT domain-containing protein" "CP080275" 3645027 3645701 "+" 675
"3780" "flagellar biosynthesis protein FlhA" "CP080275" 3645714 3647807 "+" 2094
"3781" "flagellar biosynthetic protein FliR" "CP080275" 3647804 3648583 "+" 780
"3782" "flagellar type III secretion system protein FlhB" "CP080275" 3648580 3649659 "+" 1080
"3783" "hypothetical protein_427" "CP080275" 3649659 3650060 "+" 402
"3784" "flagellar basal body-associated FliL family protein_2" "CP080275" 3650136 3650624 "-" 489
"3785" "flagellar basal body L-ring protein FlgH" "CP080275" 3650634 3651374 "-" 741
"3786" "flagellar basal body P-ring formation protein FlgA" "CP080275" 3651374 3651790 "-" 417
"3787" "flagellar basal-body rod protein FlgG" "CP080275" 3651790 3652575 "-" 786
"3788" "flagellar hook-basal body complex protein_2" "CP080275" 3652586 3653302 "-" 717
"3789" "flagellar biosynthetic protein FliQ" "CP080275" 3653302 3653574 "-" 273
"3790" "flagellar hook-basal body complex protein FliE" "CP080275" 3653579 3653875 "-" 297
"3791" "flagellar basal body rod protein FlgC" "CP080275" 3653920 3654312 "-" 393
"3792" "FlgB family protein" "CP080275" 3654325 3654714 "-" 390
"3793" "FliI/YscN family ATPase" "CP080275" 3654803 3656131 "+" 1329
"3794" "flagellar biosynthesis repressor FlbT" "CP080275" 3656828 3657232 "-" 405
