"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
3356258,"OL67_003253","1",3357832,"+",1574,"gamma-glutamyltransferase family protein","CP080275",3357832,"+",1574
3357924,"OL67_003254","1",3358250,"-",326,"heat shock protein HspQ","CP080275",3358250,"-",326
3358496,"OL67_003255","1",3359431,"+",935,"tetratricopeptide repeat protein","CP080275",3359431,"+",935
3359459,"OL67_003256","1",3360100,"+",641,"LON peptidase substrate-binding domain-containing protein","CP080275",3360100,"+",641
3360097,"OL67_003257","1",3360303,"+",206,"Trm112 family protein","CP080275",3360303,"+",206
3360399,"OL67_003258","1",3361625,"-",1226,"FAD-dependent monooxygenase","CP080275",3361625,"-",1226
3361715,"OL67_003259","1",3363043,"+",1328,"amidase","CP080275",3363043,"+",1328
3363152,"OL67_003260","1",3364330,"+",1178,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","CP080275",3364330,"+",1178
3364444,"OL67_003261","1",3367605,"+",3161,"DNA translocase FtsK 4TM domain-containing protein","CP080275",3367605,"+",3161
3367670,"OL67_003262","1",3368257,"+",587,"outer membrane lipoprotein carrier protein LolA","CP080275",3368257,"+",587
3368327,"OL67_003263","1",3368914,"-",587,"lytic transglycosylase","CP080275",3368914,"-",587
3369040,"OL67_003264","1",3369828,"-",788,"exodeoxyribonuclease III","CP080275",3369828,"-",788
3370109,"OL67_003265","1",3370795,"-",686,"response regulator transcription factor","CP080275",3370795,"-",686
3370946,"OL67_003266","1",3372079,"+",1133,NA,NA,NA,NA,NA
3370991,NA,NA,NA,NA,NA,"GTP cyclohydrolase II","CP080275",3372079,"+",1088
3372088,"OL67_003267","1",3372606,"+",518,NA,NA,NA,NA,NA
3372115,NA,NA,NA,NA,NA,"L%2CD-transpeptidase family protein","CP080275",3372606,"+",491
3372634,"OL67_003268","1",3373290,"-",656,"YggS family pyridoxal phosphate-dependent enzyme","CP080275",3373290,"-",656
3373403,"OL67_003269","1",3374344,"-",941,"porin","CP080275",3374344,"-",941
3374625,"OL67_003270","1",3375113,"+",488,"DUF3576 domain-containing protein","CP080275",3375113,"+",488
3375219,"OL67_003271","1",3377792,"+",2573,"leucine--tRNA ligase","CP080275",3377792,"+",2573
3377779,"OL67_003272","1",3378321,"+",542,"LPS assembly lipoprotein LptE","CP080275",3378321,"+",542
3378318,"OL67_003273","1",3379346,"+",1028,"DNA polymerase III subunit delta","CP080275",3379346,"+",1028
3379465,"OL67_003274","1",3380055,"+",590,"glutathione S-transferase family protein","CP080275",3380055,"+",590
3380028,"OL67_003275","1",3381251,"-",1223,"TIGR03862 family flavoprotein","CP080275",3381251,"-",1223
3381342,"OL67_003276","1",3381650,"+",308,"HNH endonuclease","CP080275",3381650,"+",308
3381662,"OL67_003277","1",3382279,"-",617,"enoyl-CoA hydratase/isomerase family protein","CP080275",3382279,"-",617
3382276,"OL67_003278","1",3383025,"-",749,"SDR family oxidoreductase","CP080275",3383025,"-",749
3383157,"OL67_003279","1",3384680,"+",1523,"DUF2125 domain-containing protein","CP080275",3384680,"+",1523
3384803,"OL67_003280","1",3386149,"+",1346,"TldD/PmbA family protein","CP080275",3386149,"+",1346
3386136,"OL67_003281","1",3386939,"+",803,"3'(2')%2C5'-bisphosphate nucleotidase CysQ","CP080275",3386939,"+",803
3386970,"OL67_003282","1",3388166,"+",1196,"3-deoxy-D-manno-octulosonic acid transferase","CP080275",3388166,"+",1196
3388153,"OL67_003283","1",3389157,"+",1004,"tetraacyldisaccharide 4'-kinase","CP080275",3389157,"+",1004
3389241,"OL67_003284","1",3389912,"-",671,"DsbA family protein","CP080275",3389912,"-",671
3389909,"OL67_003285","1",3390436,"-",527,"DciA family protein","CP080275",3390436,"-",527
3390521,"OL67_003286","1",3391594,"+",1073,"A/G-specific adenine glycosylase","CP080275",3391594,"+",1073
3391664,"OL67_003287","1",3392830,"+",1166,NA,NA,NA,NA,NA
3391667,NA,NA,NA,NA,NA,"alkane 1-monooxygenase","CP080275",3392830,"+",1163
3392827,"OL67_003288","1",3394206,"-",1379,"adenylate/guanylate cyclase domain-containing protein","CP080275",3394206,"-",1379
3394385,"OL67_003289","1",3395488,"-",1103,"site-specific DNA-methyltransferase","CP080275",3395488,"-",1103
3395599,"OL67_003290","1",3396216,"-",617,"ribonuclease HII","CP080275",3396216,"-",617
3396324,"OL67_003291","1",3396797,"-",473,"hypothetical protein","CP080275",3396797,"-",473
3396965,"OL67_003292","1",3397270,"+",305,"hypothetical protein","CP080275",3397943,"+",978
3397242,"OL67_003293","1",3397943,"+",701,NA,NA,NA,NA,NA
3398081,"OL67_003294","1",3399697,"+",1616,"DUF427 domain-containing protein","CP080275",3399697,"+",1616
3399687,"OL67_003295","1",3400721,"-",1034,"ACP S-malonyltransferase","CP080275",3400721,"-",1034
3400718,"OL67_003296","1",3402907,"-",2189,"thiamine pyrophosphate-dependent enzyme","CP080275",3402907,"-",2189
3403082,"OL67_003297","1",3404896,"-",1814,"BCCT family transporter","CP080275",3404896,"-",1814
3405413,"OL67_003298","1",3406108,"-",695,"urea ABC transporter ATP-binding subunit UrtE","CP080275",3406108,"-",695
3406112,"OL67_003299","1",3406852,"-",740,"urea ABC transporter ATP-binding protein UrtD","CP080275",3406852,"-",740
3406849,"OL67_003300","1",3408051,"-",1202,"urea ABC transporter permease subunit UrtC","CP080275",3408051,"-",1202
3408055,"OL67_003301","1",3410073,"-",2018,"urea ABC transporter permease subunit UrtB","CP080275",3410055,"-",2000
3410130,"OL67_003302","1",3411425,"-",1295,"urea ABC transporter substrate-binding protein","CP080275",3411371,"-",1241
3411783,NA,NA,NA,NA,NA,"urease accessory protein UreD","CP080275",3412697,"+",914
3412110,"OL67_003303","1",3412520,"-",410,NA,NA,NA,NA,NA
3412536,"OL67_003304","1",3412664,"-",128,NA,NA,NA,NA,NA
3412699,"OL67_003305","1",3413001,"+",302,"urease subunit gamma","CP080275",3413001,"+",302
3413026,"OL67_003306","1",3413193,"+",167,"peptidase M23","CP080275",3413193,"+",167
3413190,"OL67_003307","1",3413495,"+",305,"urease subunit beta","CP080275",3413495,"+",305
3413495,"OL67_003308","1",3415234,"+",1739,"urease subunit alpha","CP080275",3415234,"+",1739
3415247,"OL67_003309","1",3415729,"+",482,"urease accessory protein UreE","CP080275",3415729,"+",482
3415695,"OL67_003310","1",3416381,"+",686,NA,NA,NA,NA,NA
3415719,NA,NA,NA,NA,NA,"urease accessory protein UreF","CP080275",3416381,"+",662
3416378,"OL67_003311","1",3416998,"+",620,"urease accessory protein UreG","CP080275",3416998,"+",620
3417451,"OL67_003312","1",3422256,"+",4805,"hypothetical protein","CP080275",3422256,"+",4805
3422297,"OL67_003313","1",3422839,"+",542,"toxin-activating lysine-acyltransferase","CP080275",3422839,"+",542
3422964,"OL67_003314","1",3423515,"-",551,"SGNH/GDSL hydrolase family protein","CP080275",3423611,"-",647
3423722,"OL67_003315","1",3424567,"-",845,"TonB family protein","CP080275",3424567,"-",845
3424564,"OL67_003316","1",3424953,"-",389,"biopolymer transporter ExbD","CP080275",3425336,"-",772
3424953,"OL67_003317","1",3425336,"-",383,NA,NA,NA,NA,NA
3425326,"OL67_003318","1",3425982,"-",656,"MotA/TolQ/ExbB proton channel family protein","CP080275",3425982,"-",656
3425979,"OL67_003319","1",3426410,"-",431,"hypothetical protein","CP080275",3426410,"-",431
3426438,"OL67_003320","1",3428486,"-",2048,"TonB-dependent receptor","CP080275",3428486,"-",2048
3428720,"OL67_003321","1",3429772,"+",1052,"hemin-degrading factor","CP080275",3429772,"+",1052
3429772,"OL67_003322","1",3430641,"+",869,"ABC transporter substrate-binding protein","CP080275",3430641,"+",869
3430643,"OL67_003323","1",3431728,"+",1085,"iron ABC transporter permease","CP080275",3431728,"+",1085
3431741,"OL67_003324","1",3432517,"+",776,"heme ABC transporter ATP-binding protein","CP080275",3432517,"+",776
3432765,"OL67_003325","1",3433154,"+",389,"hypothetical protein","CP080275",3433154,"+",389
3433158,"OL67_003326","1",3433886,"-",728,"M48 family metallopeptidase","CP080275",3433886,"-",728
3433886,"OL67_003327","1",3437173,"-",3287,"HsdR family type I site-specific deoxyribonuclease","CP080275",3437173,"-",3287
3437179,"OL67_003328","1",3438252,"-",1073,"hypothetical protein","CP080275",3438252,"-",1073
3438481,"OL67_003329","1",3439656,"-",1175,"restriction endonuclease subunit S","CP080275",3439656,"-",1175
3439646,"OL67_003330","1",3441154,"-",1508,"type I restriction-modification system subunit M","CP080275",3441154,"-",1508
3441151,"OL67_003331","1",3441567,"-",416,"helix-turn-helix domain-containing protein","CP080275",3441567,"-",416
3441588,NA,NA,NA,NA,NA,"helix-turn-helix domain-containing protein","CP080275",3441920,"+",332
3441672,"OL67_003332","1",3441920,"+",248,NA,NA,NA,NA,NA
3441917,"OL67_003333","1",3442213,"+",296,"hypothetical protein","CP080275",3442213,"+",296
3442306,"OL67_003334","1",3442518,"+",212,"hypothetical protein","CP080275",3442518,"+",212
3442521,"OL67_003335","1",3442688,"-",167,"hypothetical protein","CP080275",3442688,"-",167
3442811,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",3445858,"+",3047
3442853,"OL67_003336","1",3445858,"+",3005,NA,NA,NA,NA,NA
3446211,"OL67_003337","1",3446393,"+",182,NA,NA,NA,NA,NA
3446418,"OL67_003338","1",3447017,"-",599,"recombinase family protein","CP080275",3447017,"-",599
3447303,"OL67_003339","1",3449393,"+",2090,"RecQ family ATP-dependent DNA helicase","CP080275",3449393,"+",2090
3449393,"OL67_003340","1",3450688,"+",1295,"DNA-protecting protein DprA","CP080275",3450688,"+",1295
3451546,"OL67_003341","1",3451893,"+",347,"helix-turn-helix domain-containing protein","CP080275",3451893,"+",347
3451895,"OL67_003342","1",3453004,"+",1109,"tyrosine-type recombinase/integrase","CP080275",3453004,"+",1109
3453293,"OL67_003344","1",3454318,"+",1025,"LacI family DNA-binding transcriptional regulator","CP080275",3454318,"+",1025
3454318,"OL67_003345","1",3455544,"+",1226,"winged helix DNA-binding domain-containing protein","CP080275",3455544,"+",1226
3455575,"OL67_003346","1",3456015,"-",440,"acyl-CoA thioesterase","CP080275",3456015,"-",440
3456114,"OL67_003347","1",3457619,"-",1505,"TRAP transporter large permease","CP080275",3457619,"-",1505
3457616,"OL67_003348","1",3458200,"-",584,"TRAP transporter small permease","CP080275",3458200,"-",584
3458271,"OL67_003349","1",3459317,"-",1046,"TRAP transporter substrate-binding protein","CP080275",3459317,"-",1046
3459667,"OL67_003350","1",3460356,"-",689,"fumarylacetoacetate hydrolase family protein","CP080275",3460356,"-",689
3460862,"OL67_003352","1",3461707,"+",845,"diaminopimelate epimerase","CP080275",3461707,"+",845
3461704,"OL67_003353","1",3462969,"+",1265,"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB","CP080275",3462969,"+",1265
3463013,"OL67_003354","1",3463537,"+",524,"chloramphenicol phosphotransferase CPT family protein","CP080275",3463537,"+",524
3463710,"OL67_003355","1",3464501,"-",791,"cytochrome c1","CP080275",3464501,"-",791
3464520,"OL67_003356","1",3465854,"-",1334,"cytochrome b","CP080275",3465854,"-",1334
3465866,"OL67_003357","1",3466426,"-",560,"ubiquinol-cytochrome c reductase iron-sulfur subunit","CP080275",3466426,"-",560
3466651,"OL67_003358","1",3467253,"-",602,"glutathione S-transferase","CP080275",3467253,"-",602
3467672,"OL67_003359","1",3468109,"+",437,"6%2C7-dimethyl-8-ribityllumazine synthase","CP080275",3468109,"+",437
3468129,"OL67_003360","1",3468821,"-",692,"ATP-binding cassette domain-containing protein","CP080275",3468821,"-",692
3468808,"OL67_003361","1",3470364,"-",1556,"thiamine/thiamine pyrophosphate ABC transporter permease ThiP","CP080275",3470364,"-",1556
3470340,"OL67_003362","1",3471317,"-",977,"thiamine ABC transporter substrate binding subunit","CP080275",3471317,"-",977
3471722,"OL67_003363","1",3472828,"+",1106,"chorismate synthase","CP080275",3472828,"+",1106
3472884,"OL67_003364","1",3474386,"-",1502,"malonyl-CoA synthase","CP080275",3474386,"-",1502
3474503,"OL67_003365","1",3475438,"+",935,"DMT family transporter","CP080275",3475438,"+",935
3475447,"OL67_003366","1",3475893,"-",446,"MarR family transcriptional regulator","CP080275",3475893,"-",446
3476013,"OL67_003367","1",3476441,"+",428,"organic hydroperoxide resistance protein","CP080275",3476441,"+",428
3476556,"OL67_003368","1",3477422,"-",866,"branched-chain amino acid aminotransferase","CP080275",3477422,"-",866
3477581,"OL67_003369","1",3478093,"+",512,"MarR family transcriptional regulator","CP080275",3478093,"+",512
3478090,"OL67_003370","1",3478791,"+",701,"response regulator","CP080275",3478791,"+",701
3478884,"OL67_003371","1",3479810,"+",926,"histone deacetylase family protein","CP080275",3479810,"+",926
3479807,"OL67_003372","1",3480061,"+",254,"exodeoxyribonuclease VII small subunit","CP080275",3480061,"+",254
3480065,"OL67_003373","1",3480967,"+",902,"polyprenyl synthetase family protein","CP080275",3480967,"+",902
3481015,"OL67_003374","1",3482943,"+",1928,"1-deoxy-D-xylulose-5-phosphate synthase","CP080275",3482943,"+",1928
3482940,"OL67_003375","1",3483827,"-",887,"SDR family oxidoreductase","CP080275",3483827,"-",887
3483901,"OL67_003376","1",3484536,"+",635,"class I SAM-dependent methyltransferase","CP080275",3484536,"+",635
3484734,"OL67_003377","1",3485519,"-",785,"crotonobetainyl-CoA hydratase","CP080275",3485519,"-",785
3485512,"OL67_003378","1",3487578,"-",2066,"acetate--CoA ligase family protein","CP080275",3487578,"-",2066
3487684,"OL67_003379","1",3488847,"-",1163,"acyl-CoA dehydrogenase family protein","CP080275",3488847,"-",1163
3488939,"OL67_003380","1",3489883,"+",944,"helix-turn-helix domain-containing protein","CP080275",3489883,"+",944
3489992,"OL67_003381","1",3491800,"+",1808,"adenine deaminase","CP080275",3491800,"+",1808
3491871,"OL67_003382","1",3493352,"+",1481,"AMP nucleosidase","CP080275",3493352,"+",1481
3493494,"OL67_003383","1",3493781,"+",287,"HU family DNA-binding protein","CP080275",3493781,"+",287
3493991,"OL67_003384","1",3494875,"+",884,"DMT family transporter","CP080275",3494875,"+",884
3494988,"OL67_003385","1",3495437,"+",449,"peptide-methionine (R)-S-oxide reductase MsrB","CP080275",3495437,"+",449
3495434,"OL67_003386","1",3495955,"+",521,"peptide-methionine (S)-S-oxide reductase MsrA","CP080275",3495955,"+",521
3496042,"OL67_003387","1",3498048,"-",2006,"hydantoinase/oxoprolinase family protein","CP080275",3498048,"-",2006
3498127,"OL67_003388","1",3499191,"-",1064,"tRNA epoxyqueuosine(34) reductase QueG","CP080275",3499179,"-",1052
3499330,"OL67_003389","1",3500376,"-",1046,"L-threonine 3-dehydrogenase","CP080275",3500358,"-",1028
3500373,"OL67_003390","1",3501560,"-",1187,"glycine C-acetyltransferase","CP080275",3501560,"-",1187
3501682,"OL67_003391","1",3502248,"-",566,"XRE family transcriptional regulator","CP080275",3502248,"-",566
3502385,"OL67_003392","1",3503560,"+",1175,"acetyl-CoA C-acyltransferase family protein","CP080275",3503560,"+",1175
3503627,"OL67_003393","1",3504802,"-",1175,"ABC transporter permease","CP080275",3504802,"-",1175
3504808,"OL67_003394","1",3506079,"-",1271,"ABC transporter permease","CP080275",3506079,"-",1271
3506180,"OL67_003395","1",3507286,"-",1106,"extracellular solute-binding protein","CP080275",3507286,"-",1106
3507376,"OL67_003396","1",3508476,"-",1100,"ABC transporter ATP-binding protein","CP080275",3508476,"-",1100
3508831,"OL67_003397","1",3510225,"-",1394,"aspartate aminotransferase family protein","CP080275",3510225,"-",1394
3510291,"OL67_003398","1",3510977,"-",686,"GntR family transcriptional regulator","CP080275",3510977,"-",686
3511119,"OL67_003399","1",3512204,"+",1085,"polyamine ABC transporter substrate-binding protein","CP080275",3512204,"+",1085
3512319,"OL67_003400","1",3513446,"+",1127,"ABC transporter ATP-binding protein","CP080275",3513446,"+",1127
3513446,"OL67_003401","1",3514327,"+",881,"ABC transporter permease subunit","CP080275",3515139,"+",1693
3514324,"OL67_003402","1",3515139,"+",815,NA,NA,NA,NA,NA
3515143,"OL67_003403","1",3516246,"-",1103,"glycosyltransferase family 2 protein","CP080275",3516204,"-",1061
3516206,"OL67_003404","1",3517189,"-",983,"UDP-glucose 4-epimerase GalE","CP080275",3517189,"-",983
3517287,"OL67_003405","1",3518180,"-",893,"UTP--glucose-1-phosphate uridylyltransferase GalU","CP080275",3518180,"-",893
3518367,"OL67_003406","1",3519167,"-",800,"3-deoxy-manno-octulosonate cytidylyltransferase","CP080275",3519167,"-",800
3519167,"OL67_003407","1",3519964,"-",797,"3'(2')%2C5'-bisphosphate nucleotidase CysQ","CP080275",3519964,"-",797
3520099,"OL67_003408","1",3520920,"+",821,"ABC transporter permease","CP080275",3520920,"+",821
3520940,"OL67_003409","1",3521629,"-",689,"alpha-ketoglutarate-dependent dioxygenase AlkB","CP080275",3521542,"-",602
3521756,"OL67_003410","1",3523675,"+",1919,"molecular chaperone DnaK","CP080275",3523675,"+",1919
3523752,"OL67_003411","1",3524915,"+",1163,"molecular chaperone DnaJ","CP080275",3524915,"+",1163
3525054,"OL67_003412","1",3525818,"+",764,"DNA repair protein RadC","CP080275",3525818,"+",764
3525823,"OL67_003413","1",3527379,"-",1556,"phosphate ABC transporter substrate-binding/OmpA family protein","CP080275",3527379,"-",1556
3527404,"OL67_003414","1",3528333,"-",929,"hypothetical protein","CP080275",3528333,"-",929
3528391,"OL67_003415","1",3528549,"+",158,NA,NA,NA,NA,NA
3528481,"OL67_003416","1",3531180,"-",2699,"preprotein translocase subunit SecA","CP080275",3531180,"-",2699
3531358,"OL67_003417","1",3532209,"+",851,"peptidylprolyl isomerase","CP080275",3532209,"+",851
3532212,"OL67_003418","1",3533441,"+",1229,"bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","CP080275",3533441,"+",1229
3533438,"OL67_003419","1",3533836,"+",398,"8-oxo-dGTP diphosphatase MutT","CP080275",3533836,"+",398
3533998,"OL67_003420","1",3534132,"+",134,NA,NA,NA,NA,NA
3534241,"OL67_003421","1",3536721,"-",2480,"translation initiation factor IF-2","CP080275",3536721,"-",2480
3536730,"OL67_003422","1",3537350,"-",620,"RNA-binding protein","CP080275",3537350,"-",620
3537377,"OL67_003423","1",3539002,"-",1625,"transcription termination factor NusA","CP080275",3539002,"-",1625
3539002,"OL67_003424","1",3539592,"-",590,"ribosome maturation factor RimP","CP080275",3539592,"-",590
